9	173.603
10	183.38
11	192.343
12	198.551
13	205.39299999999997
14	215.55
15	224.48499999999999
16	232.27200000000002
17	242.59400000000005
18	254.59300000000002
19	263.906
20	261.68899999999996
21	259.61
22	260.35400000000004
23	257.702
24	251.77499999999995
25	248.31600000000003
26	244.86200000000002
27	236.898
28	228.93800000000002
29	220.61600000000004
30	219.808
31	217.425
32	215.80599999999998
33	214.644
34	213.76099999999997
35	211.83800000000002
36	210.73899999999998
37	210.658
38	207.68399999999997
39	204.88799999999998
40	202.77999999999997
41	200.754
42	197.435
43	193.109
44	188.37699999999998
45	184.84499999999997
46	181.911
47	181.07299999999998
48	180.58800000000002
49	179.33499999999998
50	178.248
51	177.717
52	177.565
53	177.71499999999997
54	177.519
55	176.727
56	175.14300000000003
57	171.3
58	167.399
59	164.858
60	161.999
61	159.718
62	157.76899999999998
63	156.73499999999999
64	156.48399999999998
65	156.62399999999997
66	157.252
67	158.332
68	159.35700000000003
69	159.303
70	160.05599999999998
71	160.43200000000002
72	165.55599999999998
73	169.64300000000003
74	173.93
75	178.17300000000003
76	182.7
77	188.16900000000004
78	193.76100000000002
79	199.823
80	204.168
81	207.579
82	206.43
83	206.38299999999998
84	204.902
85	204.747
86	203.75100000000003
87	202.37900000000002
88	201.719
89	200.864
90	199.80900000000003
91	198.90400000000002
92	198.038
93	197.24399999999997
94	196.719
95	195.327
96	193.263
97	190.403
98	187.313
99	184.507
100	182.423
101	180.64600000000002
102	178.73899999999998
103	176.827
104	175.579
105	174.441
106	174.16299999999995
107	174.977
108	175.81299999999996
109	176.45
110	177.916
111	179.37699999999998
112	180.72199999999998
113	181.68099999999998
114	181.393
115	180.98
116	181.182
117	180.12699999999998
118	180.029
119	180.052
120	181.45899999999997
121	183.47899999999998
122	186.85999999999999
123	190.47299999999998
124	194.81799999999998
125	199.285
126	202.16099999999997
127	204.72899999999998
128	206.87600000000003
129	208.73499999999999
130	209.64000000000001
131	209.65899999999996
132	208.82600000000002
133	208.054
134	209.609
135	212.5
136	213.23000000000002
137	214.48900000000003
138	214.029
139	214.01999999999998
140	212.727
141	209.99300000000002
142	207.14900000000003
143	203.37599999999998
144	197.208
145	190.23399999999998
146	186.209
147	180.607
148	176.536
149	170.023
150	165.171
151	162.046
152	158.349
153	156.67399999999998
154	155.676
155	153.70699999999997
156	151.74199999999996
157	151.37999999999997
158	150.31
159	151.26799999999997
160	151.892
161	152.566
162	152.946
163	152.666
164	151.843
165	148.968
166	146.671
167	145.519
168	143.80300000000003
169	142.187
170	139.6
171	136.315
172	133.14100000000002
173	128.748
174	124.51400000000001
175	121.84399999999998
176	119.377
177	115.33000000000001
178	112.194
179	109.49000000000001
180	106.03599999999999
181	103.579
182	102.80699999999999
183	103.17599999999997
184	102.523
185	102.179
186	101.777
187	101.99600000000001
188	103.577
189	105.68000000000002
190	108.575
191	111.20900000000002
192	112.025
193	113.38100000000001
194	116.21
195	118.628
196	120.547
197	122.119
198	122.046
199	122.075
200	121.68599999999999
201	121.59499999999998
202	121.78800000000001
203	121.36900000000003
204	120.37700000000002
205	119.20200000000003
206	116.984
207	115.479
208	114.513
209	112.11099999999999
210	109.522
211	104.999
212	101.36100000000002
213	97.85000000000001
214	94.77900000000001
215	92.692
216	92.177
217	94.19
218	97.769
219	101.952
220	107.878
221	119.026
222	128.752
223	136.75099999999998
224	144.63899999999998
225	152.06
226	159.713
227	162.75799999999998
228	164.32199999999997
229	165.083
230	164.507
231	160.241
232	156.738
233	155.12300000000002
234	153.54200000000003
235	151.18800000000005
236	149.36200000000002
237	148.88799999999998
238	147.38
239	146.202
240	145.178
241	143.245
242	141.74200000000002
243	139.603
244	137.033
245	134.844
246	131.64
247	129.463
248	127.21999999999998
249	124.86800000000001
250	121.152
251	117.742
252	112.89099999999999
