0	144.79
1	164.50
2	159.92
3	180.60
4	180.67
5	168.83
6	170.49
7	176.79
8	180.01
9	209.43
10	242.56
11	254.13
12	222.00
13	249.02
14	282.24
15	258.18
16	248.36
17	280.01
18	300.00
19	302.56
20	220.39
21	233.34
22	229.44
23	222.50
24	222.97
25	223.59
26	213.82
27	200.37
28	220.40
29	219.34
30	212.31
31	209.51
32	213.25
33	210.88
34	214.14
35	204.36
36	202.83
37	199.56
38	190.66
39	191.38
40	191.23
41	189.25
42	180.06
43	167.62
44	166.82
45	169.04
46	173.49
47	191.18
48	185.81
49	178.85
50	180.36
51	183.94
52	178.54
53	169.12
54	164.86
55	161.12
56	157.65
57	152.75
58	146.80
59	153.44
60	151.77
61	161.13
62	159.05
63	158.78
64	162.35
65	162.52
66	163.93
67	163.55
68	157.05
69	152.90
70	159.30
71	164.89
72	210.29
73	199.65
74	205.22
75	204.95
76	209.20
77	218.24
78	212.97
79	213.52
80	202.75
81	199.00
82	198.80
83	199.18
84	190.41
85	203.40
86	199.24
87	204.52
88	206.37
89	204.97
90	192.20
91	189.95
92	190.14
93	191.24
94	185.16
95	189.48
96	178.60
97	175.92
98	175.47
99	176.91
100	171.36
101	172.18
102	171.07
103	172.12
104	172.68
105	178.10
106	175.82
107	184.06
108	183.83
109	183.28
110	186.02
111	186.79
112	184.52
113	181.71
114	169.80
115	173.97
116	177.84
117	173.51
118	182.85
119	183.51
120	200.09
121	206.99
122	218.33
123	217.84
124	213.25
125	218.64
126	206.60
127	199.19
128	204.32
129	202.10
130	209.14
131	207.18
132	210.00
133	210.12
134	228.80
135	247.55
136	213.90
137	211.78
138	199.72
139	202.01
140	196.21
141	179.84
142	181.56
143	172.39
144	167.12
145	177.81
146	173.65
147	155.76
148	159.01
149	136.88
150	147.69
151	148.59
152	144.59
153	155.64
154	157.14
155	158.12
156	154.00
157	152.14
158	148.31
159	146.46
160	153.93
161	155.33
162	148.39
163	152.84
164	148.91
165	129.37
166	131.03
167	140.62
168	131.15
169	130.30
170	128.06
171	122.48
172	116.65
173	108.91
174	106.57
175	102.67
176	106.36
177	100.15
178	99.79
179	103.26
180	93.52
181	97.91
182	108.93
183	112.60
184	100.04
185	99.23
186	102.34
187	102.34
188	115.60
189	124.29
190	122.47
191	124.25
192	117.09
193	126.16
194	128.33
195	123.41
196	121.53
197	118.06
198	114.87
199	124.58
200	118.58
201	123.34
202	119.02
203	121.97
204	118.41
205	111.66
206	99.35
207	103.01
208	105.21
209	100.56
210	92.69
211	78.11
212	82.64
213	86.86
214	87.70
215	90.79
216	94.20
217	123.14
218	141.00
219	142.39
220	151.95
221	189.59
222	179.90
223	166.85
224	166.58
225	165.00
226	170.73
227	153.59
228	156.64
229	150.00
230	146.19
231	146.93
232	144.87
233	150.70
234	150.77
235	141.46
236	152.47
237	148.85
238	141.56
239	138.22
240	135.95
241	127.60
242	129.84
243	129.31
244	125.07
245	119.57
246	120.43
247	127.08
248	119.13
249	114.70
250	98.79
251	93.50
252	81.33
